3,000000 ; 566,810239
3,030303 ; 15,142166
3,060606 ; 7,696235
3,090909 ; 4,209812
3,121212 ; 1,999239
3,151515 ; 0,935629
3,181818 ; 1,032116
3,212121 ; 2,002023
3,242424 ; 3,250225
3,272727 ; 4,097515
3,303030 ; 4,092287
3,333333 ; 3,244330
3,363636 ; 2,051881
3,393939 ; 1,297527
3,424242 ; 1,729484
3,454545 ; 3,908172
3,484848 ; 9,111866
3,515152 ; 44,511662
3,545455 ; -12,537764
3,575758 ; -4,862890
3,606061 ; -4,064143
3,636364 ; -4,457937
3,666667 ; -4,467629
3,696970 ; -3,518886
3,727273 ; -1,871455
3,757576 ; -0,348427
3,787879 ; 0,200395
3,818182 ; -0,550006
3,848485 ; -2,163919
3,878788 ; -3,694371
3,909091 ; -4,294117
3,939394 ; -3,829183
3,969697 ; -3,154364
